==============================================================================
==============================================================================
 Apr. 19 2014                  LANDSAT 5                       Time: 12:12
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101404185054_00002                          Path / Row - 224 / 63
Reference Image: L51CUB1088227120102_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 98.5%
Rank   2 --  1.5%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240631310   -3.84147    -50.15636    -0.02      0.05     0.05     1 
2240631311   -3.84144    -50.12880    -0.05      0.02     0.06     1 
2240631313   -3.84138    -50.07369     0.03      0.02     0.04     1 
2240631314   -3.84135    -50.04613    -0.04      0.05     0.06     1 
2240631315   -3.84132    -50.01857    -0.02      0.05     0.05     1 
2240631316   -3.84129    -49.99101    -0.11     -0.06     0.13     1 
2240631317   -3.84125    -49.96346    -0.13     -0.09     0.16     1 
2240631318   -3.84122    -49.93590    -0.17     -0.09     0.19     1 
2240631319   -3.84118    -49.90835    -0.17     -0.09     0.19     1 
2240631320   -3.84115    -49.88079    -0.15     -0.18     0.24     1 
2240631321   -3.84111    -49.85323    -0.21     -0.17     0.27     1 
2240631322   -3.84107    -49.82568     0.19      0.02     0.19     1 
2240631323   -3.84104    -49.79812     0.02     -0.12     0.12     1 
2240631324   -3.84100    -49.77057    -0.01     -0.01     0.01     1 
2240631325   -3.84096    -49.74301    -0.05     -0.09     0.10     1 
2240631326   -3.84091    -49.71546    -0.09     -0.00     0.09     1 
2240631327   -3.84087    -49.68791    -0.08     -0.01     0.08     1 
2240631328   -3.84083    -49.66035    -0.03     -0.23     0.23     1 
2240631329   -3.84079    -49.63280    -0.32      0.11     0.34     1 
2240631331   -3.84070    -49.57769     0.06     -0.03     0.06     1 
2240631332   -3.84065    -49.55014    -0.15     -0.00     0.15     1 
2240631337   -3.84040    -49.41239    -0.12     -0.29     0.32     1 
2240631338   -3.84035    -49.38484    -0.24     -0.45     0.52     2 
2240631361   -3.86683    -50.81779    -0.15     -0.17     0.23     1 
2240631362   -3.86683    -50.79022    -0.22     -0.16     0.27     1 
2240631367   -3.86678    -50.65242    -0.24     -0.04     0.24     1 
2240631372   -3.86671    -50.51461    -0.24     -0.22     0.32     1 
2240631373   -3.86670    -50.48705    -0.35     -0.28     0.45     1 
2240631375   -3.86666    -50.43193    -0.23     -0.07     0.24     1 
2240631376   -3.86664    -50.40437     0.09      0.03     0.09     1 
2240631378   -3.86660    -50.34925    -0.13     -0.01     0.13     1 
2240631383   -3.86649    -50.21145    -0.09      0.05     0.10     1 
2240631384   -3.86646    -50.18389    -0.05     -0.07     0.08     1 
2240631385   -3.86643    -50.15633    -0.07     -0.05     0.08     1 
2240631386   -3.86640    -50.12878    -0.12     -0.09     0.15     1 
2240631387   -3.86638    -50.10122    -0.20     -0.17     0.26     1 
2240631388   -3.86635    -50.07366    -0.07     -0.10     0.13     1 
2240631389   -3.86632    -50.04610    -0.00     -0.02     0.02     1 
2240631390   -3.86628    -50.01854    -0.08     -0.15     0.17     1 
2240631391   -3.86625    -49.99099    -0.07      0.00     0.07     1 
2240631392   -3.86622    -49.96343    -0.05     -0.01     0.06     1 
2240631393   -3.86618    -49.93587     0.01     -0.01     0.01     1 
2240631394   -3.86615    -49.90831    -0.06     -0.00     0.06     1 
2240631395   -3.86611    -49.88076     0.12      0.13     0.18     1 
2240631396   -3.86608    -49.85320     0.03      0.10     0.11     1 
2240631397   -3.86604    -49.82565     0.05      0.10     0.11     1 
2240631398   -3.86600    -49.79809     0.08      0.10     0.13     1 
2240631399   -3.86596    -49.77053     0.01      0.07     0.07     1 
2240631400   -3.86592    -49.74298     0.04      0.16     0.16     1 
2240631401   -3.86588    -49.71542     0.05      0.11     0.12     1 
2240631402   -3.86584    -49.68787    -0.07     -0.13     0.15     1 
2240631403   -3.86579    -49.66031     0.04     -0.07     0.08     1 
2240631404   -3.86575    -49.63276    -0.03     -0.10     0.11     1 
2240631406   -3.86566    -49.57765     0.06     -0.01     0.06     1 
2240631407   -3.86561    -49.55010    -0.06      0.26     0.26     1 
2240631413   -3.86531    -49.38479    -0.19     -0.23     0.30     1 
2240631444   -3.89173    -50.59728     0.11      0.25     0.27     1 
2240631451   -3.89161    -50.40435    -0.01     -0.26     0.27     1 
2240631453   -3.89157    -50.34923     0.08     -0.00     0.08     1 
2240631454   -3.89155    -50.32167    -0.22     -0.11     0.25     1 
2240631455   -3.89153    -50.29411    -0.15     -0.12     0.19     1 
2240631457   -3.89148    -50.23899    -0.26     -0.10     0.28     1 
2240631461   -3.89137    -50.12875    -0.10     -0.08     0.13     1 
2240631462   -3.89134    -50.10119    -0.09     -0.11     0.14     1 
2240631463   -3.89131    -50.07363    -0.07     -0.06     0.09     1 
2240631466   -3.89122    -49.99096    -0.06     -0.10     0.11     1 
2240631467   -3.89118    -49.96340    -0.24     -0.11     0.26     1 
2240631468   -3.89115    -49.93584    -0.03     -0.09     0.09     1 
2240631469   -3.89111    -49.90828     0.07      0.15     0.16     1 
2240631470   -3.89108    -49.88072    -0.03      0.12     0.13     1 
2240631471   -3.89104    -49.85317     0.05      0.12     0.13     1 
2240631472   -3.89100    -49.82561    -0.03      0.22     0.22     1 
2240631473   -3.89096    -49.79805     0.06      0.27     0.27     1 
2240631474   -3.89092    -49.77050    -0.01      0.26     0.26     1 
2240631475   -3.89088    -49.74294     0.09      0.21     0.23     1 
2240631476   -3.89084    -49.71539     0.08      0.14     0.16     1 
2240631477   -3.89080    -49.68783     0.03      0.13     0.14     1 
2240631478   -3.89075    -49.66028    -0.20      0.11     0.23     1 
2240631481   -3.89062    -49.57761     0.06      0.10     0.12     1 
2240631488   -3.89027    -49.38474    -0.01      0.06     0.06     1 
2240631489   -3.89022    -49.35719     0.01     -0.36     0.36     1 
2240631511   -3.91677    -50.81778    -0.26     -0.34     0.43     1 
2240631516   -3.91673    -50.67996    -0.01      0.16     0.16     1 
2240631518   -3.91671    -50.62483     0.16      0.01     0.16     1 
2240631519   -3.91669    -50.59727    -0.27     -0.12     0.29     1 
2240631520   -3.91668    -50.56971     0.01      0.21     0.21     1 
2240631523   -3.91663    -50.48702    -0.07      0.16     0.18     1 
2240631525   -3.91660    -50.43190    -0.12      0.00     0.12     1 
2240631526   -3.91658    -50.40434    -0.14     -0.14     0.20     1 
2240631527   -3.91656    -50.37677    -0.25     -0.15     0.29     1 
2240631529   -3.91652    -50.32165    -0.25     -0.14     0.29     1 
2240631532   -3.91645    -50.23897    -0.30     -0.24     0.38     1 
2240631536   -3.91634    -50.12872    -0.12     -0.18     0.22     1 
2240631537   -3.91631    -50.10116     0.00     -0.09     0.09     1 
2240631538   -3.91628    -50.07360    -0.08     -0.09     0.12     1 
2240631540   -3.91622    -50.01848    -0.08      0.08     0.11     1 
2240631541   -3.91618    -49.99093    -0.09     -0.12     0.15     1 
2240631543   -3.91611    -49.93581    -0.06      0.00     0.06     1 
2240631544   -3.91608    -49.90825    -0.15     -0.15     0.21     1 
2240631545   -3.91604    -49.88069     0.08     -0.01     0.08     1 
2240631546   -3.91601    -49.85313    -0.03     -0.06     0.07     1 
2240631547   -3.91597    -49.82558    -0.09      0.10     0.14     1 
2240631548   -3.91593    -49.79802    -0.01      0.09     0.09     1 
2240631549   -3.91589    -49.77046    -0.03      0.03     0.04     1 
2240631550   -3.91585    -49.74291    -0.03      0.01     0.03     1 
2240631551   -3.91580    -49.71535    -0.03     -0.10     0.11     1 
2240631553   -3.91572    -49.66024     0.11     -0.03     0.12     1 
2240631556   -3.91558    -49.57757     0.03      0.16     0.16     1 
2240631557   -3.91553    -49.55002     0.40     -0.08     0.41     1 
2240631568   -3.91495    -49.24694    -0.44     -0.31     0.54     2 
2240631586   -3.94174    -50.81777    -0.20     -0.35     0.40     1 
2240631587   -3.94173    -50.79021    -0.19     -0.17     0.25     1 
2240631588   -3.94173    -50.76264    -0.42     -0.23     0.48     1 
2240631589   -3.94172    -50.73508    -0.19     -0.17     0.26     1 
2240631591   -3.94170    -50.67995    -0.03      0.10     0.11     1 
2240631600   -3.94157    -50.43188     0.05     -0.09     0.10     1 
2240631604   -3.94148    -50.32163     0.06      0.42     0.42     1 
2240631610   -3.94133    -50.15626     0.03     -0.01     0.03     1 
2240631614   -3.94121    -50.04602    -0.12     -0.13     0.18     1 
2240631615   -3.94118    -50.01846    -0.15     -0.20     0.25     1 
2240631616   -3.94115    -49.99090    -0.15     -0.22     0.26     1 
2240631617   -3.94111    -49.96334    -0.16     -0.24     0.28     1 
2240631618   -3.94108    -49.93578    -0.02      0.15     0.16     1 
2240631619   -3.94104    -49.90822    -0.08     -0.17     0.19     1 
2240631620   -3.94101    -49.88066     0.11      0.06     0.13     1 
2240631621   -3.94097    -49.85310     0.03      0.01     0.03     1 
2240631622   -3.94093    -49.82554     0.03      0.11     0.12     1 
2240631623   -3.94089    -49.79798     0.11      0.02     0.12     1 
2240631625   -3.94081    -49.74287    -0.05     -0.10     0.11     1 
2240631626   -3.94077    -49.71531     0.08     -0.03     0.08     1 
2240631627   -3.94072    -49.68775    -0.10     -0.14     0.17     1 
2240631628   -3.94068    -49.66020    -0.07      0.54     0.54     2 
2240631632   -3.94049    -49.54997     0.05     -0.09     0.11     1 
2240631639   -3.94014    -49.35709    -0.11     -0.32     0.33     1 
2240631663   -3.96670    -50.76264    -0.18     -0.52     0.55     2 
2240631664   -3.96669    -50.73507    -0.22     -0.35     0.41     1 
2240631666   -3.96667    -50.67994    -0.18     -0.23     0.29     1 
2240631667   -3.96666    -50.65238    -0.03     -0.22     0.22     1 
2240631671   -3.96660    -50.54212    -0.19     -0.08     0.20     1 
2240631672   -3.96659    -50.51456    -0.11     -0.01     0.11     1 
2240631674   -3.96655    -50.45943     0.04     -0.02     0.04     1 
2240631675   -3.96653    -50.43186    -0.11     -0.13     0.17     1 
2240631677   -3.96650    -50.37674    -0.23     -0.09     0.25     1 
2240631680   -3.96643    -50.29405     0.08     -0.08     0.11     1 
2240631684   -3.96633    -50.18380    -0.10     -0.03     0.10     1 
2240631685   -3.96630    -50.15623    -0.08      0.03     0.08     1 
2240631686   -3.96627    -50.12867    -0.04      0.02     0.05     1 
2240631687   -3.96624    -50.10111    -0.05      0.01     0.05     1 
2240631688   -3.96621    -50.07355    -0.07     -0.08     0.11     1 
2240631689   -3.96618    -50.04599    -0.05     -0.04     0.06     1 
2240631690   -3.96615    -50.01843    -0.01     -0.04     0.04     1 
2240631691   -3.96611    -49.99087    -0.18     -0.17     0.25     1 
2240631693   -3.96604    -49.93574    -0.01     -0.19     0.19     1 
2240631694   -3.96601    -49.90819     0.16     -0.03     0.16     1 
2240631695   -3.96597    -49.88063     0.04     -0.04     0.06     1 
2240631696   -3.96593    -49.85307     0.08      0.07     0.11     1 
2240631697   -3.96589    -49.82551    -0.06     -0.02     0.06     1 
2240631698   -3.96585    -49.79795     0.06     -0.04     0.07     1 
2240631699   -3.96581    -49.77039     0.09     -0.22     0.23     1 
2240631700   -3.96577    -49.74283    -0.04     -0.14     0.14     1 
2240631701   -3.96573    -49.71527    -0.01     -0.13     0.13     1 
2240631707   -3.96546    -49.54993     0.04      0.07     0.08     1 
2240631710   -3.96531    -49.46726    -0.09     -0.40     0.41     1 
2240631735   -3.99169    -50.84533    -0.10     -0.13     0.16     1 
2240631736   -3.99168    -50.81776    -0.20     -0.17     0.26     1 
2240631737   -3.99167    -50.79019    -0.19     -0.23     0.30     1 
2240631741   -3.99164    -50.67993    -0.10     -0.30     0.32     1 
2240631742   -3.99163    -50.65237    -0.09     -0.32     0.33     1 
2240631745   -3.99159    -50.56967    -0.23     -0.22     0.32     1 
2240631748   -3.99154    -50.48698    -0.28     -0.24     0.37     1 
2240631749   -3.99152    -50.45941    -0.08     -0.10     0.13     1 
2240631750   -3.99150    -50.43185    -0.10     -0.07     0.12     1 
2240631757   -3.99135    -50.23890    -0.27      0.03     0.27     1 
2240631760   -3.99127    -50.15621    -0.12     -0.09     0.14     1 
2240631763   -3.99118    -50.07352    -0.05     -0.06     0.08     1 
2240631764   -3.99114    -50.04596    -0.08     -0.01     0.08     1 
2240631765   -3.99111    -50.01840    -0.10     -0.03     0.10     1 
2240631766   -3.99108    -49.99084    -0.13     -0.08     0.15     1 
2240631767   -3.99104    -49.96327    -0.09     -0.02     0.10     1 
2240631768   -3.99101    -49.93571    -0.09     -0.11     0.15     1 
2240631769   -3.99097    -49.90815     0.02      0.17     0.17     1 
2240631770   -3.99094    -49.88059     0.34      0.08     0.35     1 
2240631771   -3.99090    -49.85303     0.04      0.09     0.10     1 
2240631772   -3.99086    -49.82547     0.07      0.05     0.08     1 
2240631773   -3.99082    -49.79791     0.25     -0.07     0.26     1 
2240631774   -3.99078    -49.77035     0.03     -0.10     0.10     1 
2240631775   -3.99074    -49.74279     0.07     -0.02     0.07     1 
2240631776   -3.99069    -49.71523     0.04     -0.03     0.05     1 
2240631777   -3.99065    -49.68767     0.06     -0.08     0.10     1 
2240631781   -3.99047    -49.57744    -0.07     -0.28     0.29     1 
2240631782   -3.99042    -49.54989    -0.04     -0.01     0.04     1 
2240631785   -3.99027    -49.46722     0.02     -0.25     0.25     1 
2240631788   -3.99011    -49.38455    -0.14     -0.37     0.39     1 
2240631790   -3.99000    -49.32944    -0.01     -0.28     0.28     1 
2240631795   -3.98971    -49.19168    -0.26     -0.40     0.48     1 
2240631810   -4.01666    -50.84532    -0.15     -0.18     0.23     1 
2240631811   -4.01665    -50.81775    -0.28     -0.37     0.47     1 
2240631814   -4.01663    -50.73505    -0.09     -0.15     0.18     1 
2240631815   -4.01662    -50.70749    -0.15     -0.22     0.27     1 
2240631816   -4.01661    -50.67992    -0.20     -0.18     0.27     1 
2240631819   -4.01657    -50.59722    -0.28     -0.29     0.41     1 
2240631821   -4.01654    -50.54209    -0.24     -0.35     0.42     1 
2240631823   -4.01651    -50.48696    -0.18     -0.22     0.29     1 
2240631824   -4.01649    -50.45939    -0.24     -0.20     0.31     1 
2240631825   -4.01647    -50.43183    -0.16     -0.21     0.26     1 
2240631826   -4.01645    -50.40426     0.01     -0.05     0.06     1 
2240631827   -4.01643    -50.37670    -0.09     -0.10     0.13     1 
2240631834   -4.01626    -50.18375    -0.19     -0.00     0.19     1 
2240631837   -4.01617    -50.10106    -0.06     -0.04     0.07     1 
2240631838   -4.01614    -50.07349    -0.03     -0.04     0.05     1 
2240631839   -4.01611    -50.04593    -0.09     -0.04     0.10     1 
2240631840   -4.01608    -50.01837     0.04     -0.07     0.09     1 
2240631841   -4.01605    -49.99081    -0.03     -0.00     0.03     1 
2240631842   -4.01601    -49.96324    -0.09     -0.14     0.17     1 
2240631843   -4.01598    -49.93568    -0.07     -0.13     0.15     1 
2240631844   -4.01594    -49.90812     0.05      0.14     0.15     1 
2240631845   -4.01590    -49.88056     0.06      0.02     0.06     1 
2240631846   -4.01586    -49.85300     0.00      0.20     0.20     1 
2240631847   -4.01582    -49.82543     0.02      0.29     0.29     1 
2240631850   -4.01570    -49.74275     0.06      0.11     0.13     1 
2240631851   -4.01566    -49.71519     0.04      0.05     0.06     1 
2240631852   -4.01561    -49.68764     0.02      0.08     0.08     1 
2240631853   -4.01557    -49.66007     0.03      0.05     0.06     1 
2240631855   -4.01548    -49.60496    -0.06     -0.11     0.13     1 
2240631856   -4.01543    -49.57740    -0.02     -0.08     0.08     1 
2240631857   -4.01538    -49.54984    -0.09     -0.04     0.10     1 
2240631885   -4.04162    -50.84532    -0.08     -0.27     0.28     1 
2240631889   -4.04160    -50.73505    -0.11     -0.22     0.25     1 
2240631891   -4.04158    -50.67991     0.09      0.02     0.09     1 
2240631893   -4.04155    -50.62478    -0.20     -0.38     0.43     1 
2240631895   -4.04153    -50.56964    -0.16     -0.14     0.21     1 
2240631897   -4.04149    -50.51451     0.09      0.09     0.13     1 
2240631899   -4.04146    -50.45938    -0.22     -0.13     0.26     1 
2240631900   -4.04144    -50.43181    -0.15     -0.19     0.24     1 
2240631901   -4.04142    -50.40425     0.12      0.23     0.26     1 
2240631903   -4.04138    -50.34911     0.07     -0.24     0.24     1 
2240631908   -4.04125    -50.21129     0.10     -0.13     0.17     1 
2240631909   -4.04123    -50.18372    -0.25     -0.33     0.41     1 
2240631910   -4.04120    -50.15616    -0.09     -0.23     0.25     1 
2240631911   -4.04117    -50.12859    -0.12     -0.01     0.12     1 
2240631912   -4.04114    -50.10103    -0.11     -0.07     0.13     1 
2240631913   -4.04111    -50.07346    -0.29      0.36     0.46     1 
2240631914   -4.04108    -50.04590    -0.08     -0.33     0.34     1 
2240631915   -4.04104    -50.01834    -0.04     -0.08     0.09     1 
2240631917   -4.04098    -49.96321    -0.04     -0.02     0.05     1 
2240631918   -4.04094    -49.93565     0.04      0.12     0.13     1 
2240631920   -4.04087    -49.88052    -0.01      0.28     0.28     1 
2240631921   -4.04083    -49.85296     0.12      0.11     0.17     1 
2240631923   -4.04075    -49.79784     0.05     -0.06     0.08     1 
2240631925   -4.04066    -49.74272     0.06      0.06     0.09     1 
2240631926   -4.04062    -49.71516     0.04      0.20     0.20     1 
2240631927   -4.04057    -49.68760     0.01      0.03     0.03     1 
2240631930   -4.04044    -49.60491     0.15      0.00     0.15     1 
2240631931   -4.04039    -49.57736     0.08      0.02     0.09     1 
2240631932   -4.04034    -49.54980    -0.00      0.18     0.18     1 
2240631933   -4.04029    -49.52224     0.11     -0.10     0.15     1 
2240631940   -4.03991    -49.32934     0.00     -0.15     0.15     1 
2240631943   -4.03974    -49.24668    -0.28     -0.43     0.51     2 
2240631960   -4.06659    -50.84531    -0.10     -0.21     0.23     1 
2240631961   -4.06659    -50.81774    -0.13     -0.20     0.23     1 
2240631962   -4.06658    -50.79017    -0.19     -0.17     0.26     1 
2240631964   -4.06656    -50.73504    -0.11     -0.24     0.26     1 
2240631966   -4.06654    -50.67990     0.26     -0.01     0.26     1 
2240631968   -4.06652    -50.62477    -0.16     -0.45     0.48     1 
2240631970   -4.06649    -50.56963    -0.07     -0.09     0.12     1 
2240631971   -4.06648    -50.54206    -0.16     -0.10     0.19     1 
2240631972   -4.06646    -50.51450    -0.20     -0.03     0.20     1 
2240631974   -4.06643    -50.45936    -0.18     -0.29     0.34     1 
2240631975   -4.06641    -50.43179    -0.10     -0.18     0.20     1 
2240631976   -4.06639    -50.40423    -0.13     -0.14     0.19     1 
2240631977   -4.06637    -50.37666    -0.10     -0.15     0.18     1 
2240631981   -4.06627    -50.26640    -0.17     -0.20     0.26     1 
2240631984   -4.06619    -50.18370    -0.17      0.24     0.29     1 
2240631985   -4.06617    -50.15613     0.02     -0.19     0.19     1 
2240631986   -4.06614    -50.12857    -0.16      0.07     0.17     1 
2240631987   -4.06611    -50.10100     0.01     -0.08     0.08     1 
2240631988   -4.06607    -50.07344    -0.26     -0.29     0.39     1 
2240631991   -4.06598    -49.99074    -0.06     -0.16     0.17     1 
2240631992   -4.06594    -49.96318    -0.11     -0.12     0.16     1 
2240631994   -4.06587    -49.90805     0.16      0.15     0.22     1 
2240631996   -4.06579    -49.85293    -0.05      0.04     0.07     1 
2240631997   -4.06575    -49.82536     0.01      0.06     0.06     1 
2240631998   -4.06571    -49.79780     0.04     -0.13     0.14     1 
2240631999   -4.06567    -49.77024     0.09     -0.00     0.09     1 
2240632000   -4.06563    -49.74268     0.09      0.13     0.16     1 
2240632001   -4.06558    -49.71511    -0.10      0.06     0.12     1 
2240632002   -4.06554    -49.68755    -0.08      0.35     0.36     1 
2240632006   -4.06535    -49.57731     0.08      0.10     0.13     1 
2240632007   -4.06530    -49.54975     0.14      0.12     0.18     1 
2240632008   -4.06525    -49.52219    -0.02     -0.09     0.09     1 
2240632017   -4.06476    -49.27418    -0.04     -0.32     0.32     1 
2240632034   -4.09157    -50.87288    -0.18     -0.52     0.55     2 
2240632035   -4.09156    -50.84531    -0.10     -0.36     0.37     1 
2240632037   -4.09155    -50.79017    -0.10     -0.18     0.21     1 
2240632038   -4.09154    -50.76260    -0.20     -0.51     0.54     2 
2240632039   -4.09153    -50.73503    -0.16     -0.28     0.33     1 
2240632040   -4.09152    -50.70746    -0.16     -0.38     0.41     1 
2240632041   -4.09151    -50.67989    -0.04     -0.09     0.09     1 
2240632044   -4.09148    -50.59719    -0.12     -0.07     0.14     1 
2240632045   -4.09146    -50.56962    -0.07     -0.11     0.13     1 
2240632046   -4.09145    -50.54205    -0.16     -0.16     0.22     1 
2240632047   -4.09143    -50.51448    -0.19     -0.12     0.22     1 
2240632048   -4.09141    -50.48691    -0.11     -0.25     0.27     1 
2240632049   -4.09140    -50.45934    -0.14     -0.28     0.32     1 
2240632050   -4.09138    -50.43178    -0.11     -0.23     0.25     1 
2240632061   -4.09110    -50.12854    -0.06     -0.05     0.08     1 
2240632063   -4.09104    -50.07341    -0.11     -0.38     0.39     1 
2240632067   -4.09091    -49.96315    -0.20     -0.28     0.34     1 
2240632068   -4.09087    -49.93558     0.09     -0.29     0.30     1 
2240632070   -4.09079    -49.88045    -0.16     -0.18     0.24     1 
2240632071   -4.09075    -49.85289    -0.06     -0.30     0.30     1 
2240632072   -4.09072    -49.82533    -0.18     -0.24     0.30     1 
2240632074   -4.09063    -49.77020    -0.28      0.03     0.28     1 
2240632075   -4.09059    -49.74264    -0.19      0.24     0.31     1 
2240632076   -4.09055    -49.71508    -0.09      0.11     0.14     1 
2240632077   -4.09050    -49.68751     0.01      0.39     0.39     1 
2240632078   -4.09046    -49.65995    -0.11      0.31     0.33     1 
2240632081   -4.09031    -49.57727     0.02      0.03     0.04     1 
2240632082   -4.09026    -49.54971     0.02      0.01     0.02     1 
2240632083   -4.09021    -49.52215    -0.05      0.08     0.09     1 
2240632109   -4.11654    -50.87287    -0.20     -0.49     0.53     2 
2240632110   -4.11653    -50.84530    -0.19     -0.46     0.50     2 
2240632111   -4.11653    -50.81773    -0.21     -0.43     0.48     1 
2240632115   -4.11649    -50.70745    -0.16     -0.47     0.50     1 
2240632116   -4.11648    -50.67988    -0.31     -0.17     0.36     1 
2240632118   -4.11646    -50.62474    -0.08     -0.19     0.21     1 
2240632119   -4.11644    -50.59717    -0.06     -0.20     0.21     1 
2240632120   -4.11643    -50.56960    -0.11     -0.21     0.23     1 
2240632121   -4.11641    -50.54203    -0.16     -0.25     0.30     1 
2240632122   -4.11640    -50.51447    -0.01     -0.14     0.14     1 
2240632123   -4.11638    -50.48690    -0.11     -0.06     0.13     1 
2240632124   -4.11636    -50.45933    -0.01     -0.02     0.03     1 
2240632125   -4.11634    -50.43176     0.05     -0.01     0.05     1 
2240632129   -4.11626    -50.32149     0.03     -0.07     0.07     1 
2240632135   -4.11610    -50.15608     0.00     -0.02     0.02     1 
2240632140   -4.11594    -50.01825    -0.15      0.25     0.29     1 
2240632143   -4.11583    -49.93555     0.18      0.20     0.27     1 
2240632146   -4.11572    -49.85285     0.21     -0.33     0.39     1 
2240632147   -4.11568    -49.82529     0.01     -0.01     0.01     1 
2240632150   -4.11555    -49.74260    -0.10      0.18     0.20     1 
2240632151   -4.11551    -49.71504    -0.06      0.08     0.10     1 
2240632152   -4.11546    -49.68747    -0.27      0.42     0.50     2 
2240632156   -4.11527    -49.57722     0.03     -0.20     0.20     1 
2240632157   -4.11522    -49.54966     0.06      0.14     0.15     1 
2240632158   -4.11517    -49.52210    -0.06     -0.12     0.14     1 
2240632166   -4.11473    -49.30163     0.11     -0.35     0.36     1 
2240632184   -4.14151    -50.87287    -0.13     -0.23     0.26     1 
2240632185   -4.14150    -50.84530    -0.12     -0.22     0.25     1 
2240632186   -4.14149    -50.81773    -0.23     -0.45     0.50     2 
2240632188   -4.14148    -50.76258    -0.18     -0.38     0.42     1 
2240632189   -4.14147    -50.73501    -0.12     -0.35     0.37     1 
2240632190   -4.14146    -50.70744    -0.16     -0.28     0.32     1 
2240632191   -4.14145    -50.67987     0.01     -0.19     0.19     1 
2240632193   -4.14143    -50.62473    -0.13     -0.32     0.34     1 
2240632194   -4.14141    -50.59716    -0.25     -0.44     0.51     2 
2240632195   -4.14140    -50.56959    -0.20     -0.49     0.52     2 
2240632197   -4.14137    -50.51445    -0.11     -0.18     0.21     1 
2240632198   -4.14135    -50.48688    -0.02     -0.19     0.19     1 
2240632204   -4.14123    -50.32146    -0.11      0.05     0.12     1 
2240632210   -4.14107    -50.15605     0.17      0.10     0.20     1 
2240632220   -4.14072    -49.88038     0.20     -0.12     0.23     1 
2240632222   -4.14064    -49.82525     0.04      0.09     0.10     1 
2240632223   -4.14060    -49.79769    -0.00      0.17     0.17     1 
2240632224   -4.14056    -49.77012     0.06      0.31     0.32     1 
2240632226   -4.14047    -49.71500    -0.07     -0.04     0.09     1 
2240632227   -4.14043    -49.68743    -0.07     -0.14     0.16     1 
2240632231   -4.14023    -49.57718    -0.05     -0.35     0.35     1 
2240632232   -4.14018    -49.54962     0.01     -0.03     0.03     1 
2240632233   -4.14013    -49.52206    -0.08     -0.07     0.10     1 
2240632259   -4.16648    -50.87286    -0.15     -0.41     0.43     1 
2240632260   -4.16647    -50.84529    -0.20     -0.43     0.48     1 
2240632261   -4.16646    -50.81772    -0.21     -0.43     0.48     1 
2240632262   -4.16646    -50.79015     0.00     -0.28     0.28     1 
2240632263   -4.16645    -50.76258    -0.08     -0.36     0.37     1 
2240632265   -4.16643    -50.70743    -0.05     -0.21     0.22     1 
2240632268   -4.16640    -50.62472    -0.14     -0.30     0.33     1 
2240632269   -4.16638    -50.59715    -0.16     -0.31     0.35     1 
2240632270   -4.16637    -50.56958    -0.19     -0.29     0.35     1 
2240632285   -4.16603    -50.15603     0.16      0.08     0.18     1 
2240632287   -4.16597    -50.10089     0.09      0.22     0.24     1 
2240632297   -4.16561    -49.82522    -0.06      0.26     0.26     1 
2240632298   -4.16556    -49.79765    -0.13      0.31     0.33     1 
2240632299   -4.16552    -49.77009     0.08     -0.13     0.15     1 
2240632300   -4.16548    -49.74252     0.09      0.09     0.13     1 
2240632301   -4.16544    -49.71496    -0.05      0.14     0.14     1 
2240632302   -4.16539    -49.68739     0.02      0.23     0.23     1 
2240632306   -4.16520    -49.57713     0.02     -0.23     0.23     1 
2240632307   -4.16515    -49.54957     0.00     -0.12     0.12     1 
2240632308   -4.16509    -49.52201    -0.06      0.07     0.09     1 
2240632335   -4.19144    -50.84529    -0.21     -0.29     0.36     1 
2240632336   -4.19143    -50.81771    -0.15     -0.20     0.25     1 
2240632337   -4.19143    -50.79014    -0.16     -0.26     0.30     1 
2240632338   -4.19142    -50.76257    -0.13     -0.32     0.35     1 
2240632339   -4.19141    -50.73500    -0.21     -0.41     0.46     1 
2240632340   -4.19140    -50.70742    -0.10     -0.34     0.36     1 
2240632343   -4.19137    -50.62471    -0.16     -0.34     0.38     1 
2240632344   -4.19135    -50.59714    -0.11     -0.24     0.27     1 
2240632345   -4.19134    -50.56956    -0.10     -0.12     0.15     1 
2240632349   -4.19127    -50.45928    -0.08     -0.22     0.24     1 
2240632350   -4.19125    -50.43171    -0.04     -0.23     0.23     1 
2240632354   -4.19116    -50.32142    -0.01     -0.16     0.16     1 
2240632369   -4.19069    -49.90788     0.40      0.20     0.44     1 
2240632372   -4.19057    -49.82518    -0.03      0.14     0.14     1 
2240632373   -4.19053    -49.79761     0.13      0.36     0.38     1 
2240632374   -4.19049    -49.77005     0.06     -0.05     0.08     1 
2240632375   -4.19044    -49.74248     0.10      0.01     0.10     1 
