==============================================================================
==============================================================================
 Apr. 19 2014                  LANDSAT 5                       Time: 12:12
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101404185054_00002                          Path / Row - 224 / 63
Reference Image: L51CUB1088227120102_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 98.5%
Rank   2 --  1.5%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
2240632376   -4.19040    -49.71491    -0.07      0.31     0.32     1 
2240632382   -4.19011    -49.54953    -0.11      0.43     0.44     1 
2240632383   -4.19006    -49.52196    -0.07      0.14     0.16     1 
2240632384   -4.19000    -49.49440     0.13     -0.31     0.34     1 
2240632386   -4.18989    -49.43927     0.17     -0.07     0.18     1 
2240632409   -4.21641    -50.87286    -0.16     -0.32     0.36     1 
2240632410   -4.21641    -50.84528    -0.10     -0.25     0.26     1 
2240632411   -4.21640    -50.81771    -0.12     -0.22     0.25     1 
2240632412   -4.21640    -50.79013    -0.08     -0.15     0.17     1 
2240632413   -4.21639    -50.76256    -0.12     -0.16     0.20     1 
2240632414   -4.21638    -50.73499    -0.11     -0.18     0.21     1 
2240632415   -4.21637    -50.70741    -0.16     -0.23     0.28     1 
2240632416   -4.21636    -50.67984    -0.05     -0.03     0.06     1 
2240632417   -4.21635    -50.65227    -0.14     -0.12     0.18     1 
2240632418   -4.21633    -50.62470    -0.12     -0.21     0.24     1 
2240632419   -4.21632    -50.59712    -0.11     -0.25     0.27     1 
2240632420   -4.21631    -50.56955    -0.09     -0.30     0.32     1 
2240632421   -4.21629    -50.54198    -0.13     -0.46     0.48     1 
2240632422   -4.21627    -50.51440    -0.12     -0.26     0.29     1 
2240632423   -4.21626    -50.48683    -0.04     -0.27     0.27     1 
2240632425   -4.21622    -50.43169    -0.05     -0.17     0.18     1 
2240632426   -4.21619    -50.40411    -0.09     -0.06     0.11     1 
2240632428   -4.21615    -50.34897    -0.01     -0.08     0.08     1 
2240632429   -4.21613    -50.32140     0.09      0.01     0.09     1 
2240632435   -4.21596    -50.15597     0.07     -0.02     0.07     1 
2240632446   -4.21558    -49.85271     0.17     -0.06     0.18     1 
2240632448   -4.21549    -49.79758     0.10     -0.04     0.11     1 
2240632449   -4.21545    -49.77001     0.10      0.21     0.23     1 
2240632450   -4.21541    -49.74244     0.08      0.28     0.29     1 
2240632451   -4.21536    -49.71487     0.09      0.01     0.09     1 
2240632452   -4.21531    -49.68731     0.05      0.34     0.35     1 
2240632453   -4.21527    -49.65974    -0.11      0.18     0.21     1 
2240632457   -4.21507    -49.54948    -0.25     -0.07     0.26     1 
2240632458   -4.21502    -49.52192    -0.18      0.28     0.33     1 
2240632459   -4.21496    -49.49435     0.12     -0.08     0.14     1 
2240632460   -4.21491    -49.46679     0.05     -0.13     0.14     1 
2240632461   -4.21486    -49.43922     0.04     -0.01     0.04     1 
2240632462   -4.21480    -49.41166     0.21     -0.09     0.23     1 
2240632483   -4.24139    -50.90043    -0.16     -0.44     0.47     1 
2240632484   -4.24138    -50.87285    -0.19     -0.45     0.49     1 
2240632485   -4.24138    -50.84528    -0.16     -0.39     0.42     1 
2240632486   -4.24137    -50.81770    -0.10     -0.29     0.31     1 
2240632487   -4.24137    -50.79013    -0.10     -0.35     0.36     1 
2240632488   -4.24136    -50.76255    -0.09     -0.27     0.28     1 
2240632489   -4.24135    -50.73498    -0.08     -0.36     0.37     1 
2240632490   -4.24134    -50.70741    -0.06     -0.25     0.26     1 
2240632491   -4.24133    -50.67983     0.02      0.01     0.02     1 
2240632492   -4.24132    -50.65226    -0.10     -0.12     0.15     1 
2240632493   -4.24130    -50.62468    -0.08     -0.11     0.14     1 
2240632494   -4.24129    -50.59711    -0.05     -0.03     0.06     1 
2240632495   -4.24127    -50.56954    -0.11     -0.15     0.18     1 
2240632496   -4.24126    -50.54196    -0.07     -0.14     0.15     1 
2240632497   -4.24124    -50.51439    -0.11     -0.12     0.16     1 
2240632499   -4.24120    -50.45924    -0.06     -0.07     0.09     1 
2240632500   -4.24118    -50.43167    -0.10     -0.22     0.24     1 
2240632515   -4.24077    -50.01809    -0.08     -0.20     0.21     1 
2240632517   -4.24070    -49.96295    -0.04      0.04     0.06     1 
2240632523   -4.24046    -49.79754     0.06     -0.09     0.11     1 
2240632524   -4.24041    -49.76997     0.09     -0.00     0.09     1 
2240632525   -4.24037    -49.74240    -0.06      0.28     0.29     1 
2240632527   -4.24028    -49.68726    -0.07      0.12     0.13     1 
2240632528   -4.24023    -49.65970     0.01      0.12     0.12     1 
2240632532   -4.24003    -49.54943     0.10     -0.22     0.24     1 
2240632533   -4.23998    -49.52187    -0.01      0.01     0.01     1 
2240632534   -4.23993    -49.49430     0.10      0.02     0.11     1 
2240632537   -4.23976    -49.41161     0.16     -0.08     0.18     1 
2240632558   -4.26636    -50.90042    -0.15     -0.25     0.29     1 
2240632559   -4.26635    -50.87285    -0.09     -0.21     0.23     1 
2240632560   -4.26635    -50.84527    -0.12     -0.25     0.28     1 
2240632561   -4.26634    -50.81770    -0.21     -0.31     0.37     1 
2240632562   -4.26633    -50.79012    -0.16     -0.30     0.34     1 
2240632563   -4.26633    -50.76255    -0.19     -0.42     0.46     1 
2240632564   -4.26632    -50.73497    -0.20     -0.45     0.49     1 
2240632565   -4.26631    -50.70740    -0.15     -0.39     0.42     1 
2240632566   -4.26630    -50.67982    -0.08     -0.37     0.37     1 
2240632567   -4.26628    -50.65225     0.02     -0.15     0.15     1 
2240632568   -4.26627    -50.62467    -0.05     -0.27     0.27     1 
2240632569   -4.26626    -50.59710    -0.05     -0.16     0.17     1 
2240632570   -4.26624    -50.56952    -0.19     -0.28     0.34     1 
2240632571   -4.26623    -50.54195    -0.09     -0.25     0.27     1 
2240632573   -4.26619    -50.48680    -0.22     -0.12     0.25     1 
2240632575   -4.26615    -50.43165    -0.02     -0.06     0.07     1 
2240632591   -4.26570    -49.99049    -0.03     -0.02     0.04     1 
2240632593   -4.26562    -49.93535    -0.14     -0.17     0.22     1 
2240632598   -4.26542    -49.79750    -0.01     -0.23     0.23     1 
2240632599   -4.26538    -49.76993     0.02     -0.12     0.13     1 
2240632600   -4.26533    -49.74236    -0.04      0.00     0.04     1 
2240632601   -4.26529    -49.71479     0.14     -0.04     0.15     1 
2240632602   -4.26524    -49.68722     0.07     -0.08     0.11     1 
2240632608   -4.26494    -49.52182     0.14     -0.00     0.14     1 
2240632609   -4.26488    -49.49426     0.10     -0.05     0.11     1 
2240632610   -4.26483    -49.46669     0.10     -0.11     0.15     1 
2240632611   -4.26478    -49.43912     0.09      0.00     0.09     1 
2240632612   -4.26472    -49.41156     0.05      0.02     0.06     1 
2240632613   -4.26466    -49.38399     0.21      0.01     0.21     1 
2240632633   -4.29132    -50.90042    -0.16     -0.41     0.45     1 
2240632634   -4.29132    -50.87284    -0.23     -0.40     0.46     1 
2240632635   -4.29132    -50.84527    -0.19     -0.45     0.49     1 
2240632636   -4.29131    -50.81769    -0.17     -0.37     0.41     1 
2240632637   -4.29130    -50.79012    -0.13     -0.35     0.38     1 
2240632638   -4.29129    -50.76254    -0.13     -0.27     0.31     1 
2240632639   -4.29129    -50.73496    -0.12     -0.24     0.27     1 
2240632640   -4.29128    -50.70739    -0.21     -0.30     0.36     1 
2240632641   -4.29127    -50.67981    -0.13     -0.24     0.27     1 
2240632642   -4.29125    -50.65223     0.00     -0.16     0.16     1 
2240632644   -4.29122    -50.59708    -0.08     -0.20     0.22     1 
2240632649   -4.29114    -50.45921    -0.12     -0.21     0.25     1 
2240632652   -4.29108    -50.37648    -0.05     -0.11     0.12     1 
2240632653   -4.29105    -50.34891    -0.02      0.05     0.05     1 
2240632658   -4.29092    -50.21104     0.17      0.14     0.22     1 
2240632660   -4.29087    -50.15589    -0.11     -0.09     0.14     1 
2240632667   -4.29063    -49.96288     0.19      0.31     0.36     1 
2240632669   -4.29055    -49.90774     0.48      0.10     0.49     1 
2240632670   -4.29051    -49.88017     0.05      0.29     0.30     1 
2240632671   -4.29047    -49.85260    -0.03      0.20     0.20     1 
2240632672   -4.29043    -49.82503    -0.18     -0.15     0.23     1 
2240632673   -4.29038    -49.79746     0.00     -0.05     0.05     1 
2240632674   -4.29034    -49.76989    -0.01     -0.05     0.05     1 
2240632675   -4.29030    -49.74232     0.08     -0.13     0.15     1 
2240632676   -4.29025    -49.71475     0.05      0.06     0.08     1 
2240632677   -4.29020    -49.68718    -0.02     -0.01     0.03     1 
2240632678   -4.29015    -49.65961    -0.09      0.18     0.20     1 
2240632683   -4.28990    -49.52177     0.10      0.03     0.10     1 
2240632684   -4.28985    -49.49421     0.04     -0.14     0.15     1 
2240632685   -4.28979    -49.46664     0.09     -0.06     0.10     1 
2240632686   -4.28974    -49.43907     0.10     -0.14     0.18     1 
2240632687   -4.28968    -49.41151     0.15     -0.12     0.20     1 
2240632688   -4.28962    -49.38394    -0.02      0.12     0.12     1 
2240632691   -4.28944    -49.30125    -0.45      0.02     0.45     1 
2240632708   -4.31629    -50.90042    -0.06     -0.24     0.25     1 
2240632709   -4.31629    -50.87284    -0.13     -0.27     0.30     1 
2240632710   -4.31628    -50.84526    -0.11     -0.37     0.39     1 
2240632711   -4.31628    -50.81768    -0.22     -0.50     0.55     2 
2240632712   -4.31627    -50.79011    -0.16     -0.47     0.50     1 
2240632713   -4.31626    -50.76253    -0.16     -0.48     0.51     2 
2240632714   -4.31625    -50.73495    -0.19     -0.41     0.45     1 
2240632715   -4.31625    -50.70738    -0.20     -0.34     0.39     1 
2240632716   -4.31623    -50.67980    -0.11     -0.25     0.27     1 
2240632717   -4.31622    -50.65222    -0.03     -0.34     0.34     1 
2240632725   -4.31609    -50.43161    -0.16     -0.24     0.29     1 
2240632731   -4.31595    -50.26616     0.04     -0.12     0.13     1 
2240632734   -4.31586    -50.18344     0.04      0.00     0.04     1 
2240632737   -4.31577    -50.10072     0.04     -0.03     0.05     1 
2240632745   -4.31547    -49.88013    -0.13     -0.12     0.18     1 
2240632747   -4.31539    -49.82499     0.01     -0.24     0.24     1 
2240632748   -4.31535    -49.79742     0.06      0.01     0.07     1 
2240632749   -4.31530    -49.76985     0.09     -0.15     0.17     1 
2240632751   -4.31521    -49.71471    -0.11      0.36     0.38     1 
2240632752   -4.31517    -49.68714    -0.02      0.35     0.35     1 
2240632759   -4.31481    -49.49416     0.12      0.14     0.18     1 
2240632760   -4.31475    -49.46659    -0.04      0.17     0.17     1 
2240632761   -4.31470    -49.43902     0.01     -0.18     0.18     1 
2240632762   -4.31464    -49.41146     0.11     -0.26     0.28     1 
2240632763   -4.31458    -49.38389     0.05     -0.34     0.34     1 
2240632783   -4.34126    -50.90041    -0.04     -0.16     0.17     1 
2240632784   -4.34126    -50.87284    -0.08     -0.11     0.13     1 
2240632785   -4.34125    -50.84526    -0.09     -0.16     0.19     1 
2240632786   -4.34125    -50.81768    -0.10     -0.14     0.17     1 
2240632787   -4.34124    -50.79010    -0.08     -0.27     0.29     1 
2240632788   -4.34123    -50.76252    -0.11     -0.23     0.25     1 
2240632789   -4.34122    -50.73495    -0.06     -0.24     0.25     1 
2240632790   -4.34121    -50.70737    -0.13     -0.27     0.30     1 
2240632791   -4.34120    -50.67979     0.10     -0.06     0.12     1 
2240632792   -4.34119    -50.65221    -0.13     -0.27     0.30     1 
2240632799   -4.34108    -50.45917    -0.05     -0.22     0.22     1 
2240632800   -4.34106    -50.43160    -0.07     -0.07     0.10     1 
2240632801   -4.34103    -50.40402     0.05     -0.16     0.16     1 
2240632808   -4.34086    -50.21099    -0.03     -0.20     0.21     1 
2240632809   -4.34083    -50.18341     0.05     -0.13     0.14     1 
2240632811   -4.34077    -50.12826    -0.07     -0.20     0.21     1 
2240632812   -4.34073    -50.10069    -0.07     -0.19     0.20     1 
2240632813   -4.34070    -50.07311     0.11      0.25     0.27     1 
2240632814   -4.34067    -50.04554     0.04     -0.12     0.13     1 
2240632815   -4.34063    -50.01796     0.01      0.10     0.10     1 
2240632817   -4.34056    -49.96282     0.46      0.10     0.47     1 
2240632819   -4.34048    -49.90767     0.09      0.17     0.19     1 
2240632820   -4.34044    -49.88010    -0.07     -0.08     0.11     1 
2240632821   -4.34040    -49.85252     0.09      0.08     0.12     1 
2240632822   -4.34035    -49.82495     0.31      0.19     0.36     1 
2240632823   -4.34031    -49.79738     0.02      0.29     0.29     1 
2240632824   -4.34027    -49.76981    -0.03      0.19     0.19     1 
2240632826   -4.34018    -49.71467     0.14      0.18     0.22     1 
2240632827   -4.34013    -49.68709    -0.11      0.11     0.16     1 
2240632828   -4.34008    -49.65952     0.05     -0.11     0.12     1 
2240632829   -4.34003    -49.63195     0.03      0.06     0.07     1 
2240632837   -4.33960    -49.41140     0.05      0.11     0.12     1 
2240632857   -4.36624    -50.92799    -0.08     -0.32     0.32     1 
2240632858   -4.36623    -50.90041    -0.10     -0.33     0.35     1 
2240632859   -4.36623    -50.87283    -0.10     -0.31     0.33     1 
2240632860   -4.36622    -50.84525    -0.10     -0.20     0.23     1 
2240632861   -4.36622    -50.81767    -0.05     -0.22     0.22     1 
2240632862   -4.36621    -50.79009    -0.07     -0.22     0.23     1 
2240632863   -4.36620    -50.76252    -0.09     -0.17     0.19     1 
2240632864   -4.36619    -50.73494    -0.07     -0.18     0.19     1 
2240632865   -4.36618    -50.70736    -0.06     -0.08     0.10     1 
2240632866   -4.36617    -50.67978    -0.01      0.02     0.02     1 
2240632867   -4.36616    -50.65220    -0.04     -0.13     0.14     1 
2240632868   -4.36615    -50.62462    -0.10     -0.15     0.18     1 
2240632878   -4.36596    -50.34884     0.43     -0.12     0.45     1 
2240632883   -4.36582    -50.21096     0.12     -0.13     0.18     1 
2240632884   -4.36580    -50.18339    -0.02     -0.09     0.09     1 
2240632885   -4.36576    -50.15581    -0.14     -0.15     0.21     1 
2240632891   -4.36556    -49.99036    -0.14      0.33     0.36     1 
2240632894   -4.36544    -49.90763    -0.22     -0.25     0.33     1 
2240632895   -4.36540    -49.88006    -0.04     -0.10     0.11     1 
2240632896   -4.36536    -49.85249    -0.08      0.06     0.10     1 
2240632897   -4.36532    -49.82491     0.00      0.18     0.18     1 
2240632900   -4.36518    -49.74220     0.06      0.16     0.17     1 
2240632901   -4.36514    -49.71462     0.15      0.29     0.32     1 
2240632902   -4.36509    -49.68705    -0.01      0.05     0.06     1 
2240632903   -4.36504    -49.65948     0.13      0.13     0.19     1 
2240632904   -4.36499    -49.63191    -0.01     -0.01     0.02     1 
2240632905   -4.36494    -49.60434    -0.09     -0.01     0.09     1 
2240632912   -4.36456    -49.41135     0.03     -0.03     0.04     1 
2240632915   -4.36438    -49.32865    -0.02      0.26     0.26     1 
2240632932   -4.39121    -50.92799    -0.14     -0.22     0.26     1 
2240632933   -4.39120    -50.90041    -0.13     -0.25     0.28     1 
2240632934   -4.39120    -50.87283    -0.09     -0.29     0.30     1 
2240632935   -4.39119    -50.84525    -0.24     -0.36     0.43     1 
2240632936   -4.39119    -50.81767    -0.12     -0.26     0.29     1 
2240632937   -4.39118    -50.79009    -0.14     -0.31     0.34     1 
2240632938   -4.39117    -50.76251    -0.13     -0.30     0.33     1 
2240632939   -4.39116    -50.73493    -0.10     -0.28     0.30     1 
2240632942   -4.39113    -50.65219    -0.02     -0.22     0.22     1 
2240632943   -4.39111    -50.62461    -0.08     -0.14     0.16     1 
2240632949   -4.39101    -50.45914     0.05      0.04     0.06     1 
2240632952   -4.39095    -50.37640    -0.04     -0.15     0.15     1 
2240632957   -4.39082    -50.23851    -0.12     -0.20     0.23     1 
2240632959   -4.39076    -50.18336    -0.02     -0.38     0.38     1 
2240632965   -4.39056    -50.01790    -0.01     -0.01     0.02     1 
2240632968   -4.39045    -49.93517    -0.05     -0.01     0.05     1 
2240632969   -4.39041    -49.90760     0.46      0.11     0.48     1 
2240632970   -4.39037    -49.88002    -0.03      0.05     0.06     1 
2240632971   -4.39032    -49.85245     0.01      0.10     0.10     1 
2240632972   -4.39028    -49.82487     0.41     -0.03     0.41     1 
2240632973   -4.39024    -49.79730     0.20      0.01     0.20     1 
2240632974   -4.39019    -49.76973     0.05     -0.21     0.22     1 
2240632975   -4.39015    -49.74215    -0.07      0.01     0.07     1 
2240632976   -4.39010    -49.71458    -0.01      0.16     0.16     1 
2240632977   -4.39005    -49.68701     0.07      0.11     0.13     1 
2240632978   -4.39000    -49.65944    -0.04     -0.23     0.24     1 
2240632979   -4.38995    -49.63186    -0.08     -0.03     0.08     1 
2240632980   -4.38990    -49.60429     0.11      0.26     0.28     1 
2240632987   -4.38952    -49.41130     0.05      0.17     0.17     1 
2240632988   -4.38946    -49.38373     0.10     -0.05     0.12     1 
2240632990   -4.38933    -49.32859    -0.10      0.19     0.21     1 
2240633007   -4.41617    -50.92798    -0.11     -0.36     0.37     1 
2240633008   -4.41617    -50.90040    -0.14     -0.34     0.36     1 
2240633009   -4.41617    -50.87282    -0.19     -0.25     0.32     1 
2240633010   -4.41616    -50.84524    -0.13     -0.25     0.28     1 
2240633011   -4.41615    -50.81766    -0.11     -0.18     0.22     1 
2240633012   -4.41615    -50.79008    -0.09     -0.23     0.25     1 
2240633013   -4.41614    -50.76250    -0.05     -0.14     0.15     1 
2240633014   -4.41613    -50.73492    -0.14     -0.23     0.27     1 
2240633015   -4.41612    -50.70734    -0.04     -0.15     0.16     1 
2240633018   -4.41608    -50.62460     0.01     -0.14     0.14     1 
2240633020   -4.41605    -50.56944    -0.00     -0.13     0.13     1 
2240633026   -4.41594    -50.40396    -0.17     -0.19     0.25     1 
2240633028   -4.41589    -50.34880     0.05     -0.10     0.11     1 
2240633029   -4.41587    -50.32122     0.07      0.12     0.14     1 
2240633031   -4.41581    -50.26606     0.06     -0.03     0.07     1 
2240633032   -4.41579    -50.23849     0.01     -0.13     0.13     1 
2240633033   -4.41576    -50.21091    -0.01     -0.11     0.11     1 
2240633036   -4.41566    -50.12817     0.03     -0.04     0.05     1 
2240633039   -4.41556    -50.04544     0.21     -0.10     0.23     1 
2240633040   -4.41553    -50.01787     0.06     -0.12     0.13     1 
2240633041   -4.41549    -49.99029     0.06     -0.07     0.09     1 
2240633043   -4.41541    -49.93514    -0.05     -0.29     0.29     1 
2240633044   -4.41537    -49.90756    -0.19     -0.20     0.28     1 
2240633045   -4.41533    -49.87999     0.26     -0.19     0.32     1 
2240633049   -4.41516    -49.76969    -0.09     -0.21     0.23     1 
2240633050   -4.41511    -49.74211     0.13     -0.15     0.20     1 
2240633051   -4.41506    -49.71454     0.03     -0.12     0.12     1 
2240633052   -4.41502    -49.68696    -0.07     -0.34     0.35     1 
2240633053   -4.41496    -49.65939    -0.13     -0.44     0.46     1 
2240633054   -4.41491    -49.63182    -0.06      0.00     0.06     1 
2240633055   -4.41486    -49.60424    -0.08      0.20     0.22     1 
2240633061   -4.41453    -49.43882    -0.07      0.14     0.16     1 
2240633062   -4.41448    -49.41125     0.04     -0.06     0.07     1 
2240633063   -4.41442    -49.38368    -0.00     -0.03     0.03     1 
2240633082   -4.44114    -50.92798    -0.15     -0.42     0.45     1 
2240633083   -4.44114    -50.90040    -0.17     -0.48     0.51     2 
2240633084   -4.44114    -50.87282    -0.14     -0.43     0.45     1 
2240633085   -4.44113    -50.84524    -0.17     -0.42     0.46     1 
2240633086   -4.44112    -50.81766    -0.11     -0.37     0.39     1 
2240633087   -4.44112    -50.79007    -0.16     -0.28     0.32     1 
2240633088   -4.44111    -50.76249    -0.14     -0.36     0.39     1 
2240633089   -4.44110    -50.73491    -0.12     -0.26     0.29     1 
2240633091   -4.44108    -50.67975    -0.07     -0.17     0.18     1 
2240633092   -4.44107    -50.65217     0.01     -0.05     0.05     1 
2240633093   -4.44105    -50.62459    -0.11     -0.00     0.11     1 
2240633094   -4.44104    -50.59700    -0.13     -0.13     0.18     1 
2240633096   -4.44100    -50.54184    -0.10     -0.14     0.17     1 
2240633099   -4.44095    -50.45910     0.02     -0.13     0.13     1 
2240633101   -4.44091    -50.40394     0.02     -0.08     0.08     1 
2240633105   -4.44081    -50.29362     0.03     -0.09     0.09     1 
2240633106   -4.44078    -50.26604    -0.01     -0.10     0.10     1 
2240633107   -4.44075    -50.23846     0.01     -0.03     0.03     1 
2240633113   -4.44056    -50.07299     0.03      0.09     0.09     1 
2240633114   -4.44053    -50.04541    -0.05     -0.10     0.11     1 
2240633115   -4.44049    -50.01783    -0.05     -0.16     0.17     1 
2240633116   -4.44046    -49.99026     0.00     -0.15     0.15     1 
2240633117   -4.44042    -49.96268     0.01     -0.17     0.18     1 
2240633118   -4.44038    -49.93510     0.26     -0.21     0.33     1 
2240633119   -4.44034    -49.90752    -0.10     -0.38     0.40     1 
2240633123   -4.44017    -49.79722     0.29      0.19     0.35     1 
2240633124   -4.44012    -49.76964     0.06     -0.34     0.35     1 
2240633125   -4.44007    -49.74207     0.20     -0.01     0.20     1 
2240633127   -4.43998    -49.68692    -0.10     -0.34     0.35     1 
2240633128   -4.43993    -49.65935    -0.22     -0.28     0.36     1 
2240633129   -4.43988    -49.63177    -0.09     -0.16     0.18     1 
2240633130   -4.43982    -49.60420     0.12      0.14     0.19     1 
2240633131   -4.43977    -49.57662    -0.24      0.21     0.32     1 
2240633136   -4.43949    -49.43876    -0.14      0.41     0.43     1 
2240633137   -4.43943    -49.41119    -0.08      0.02     0.08     1 
2240633138   -4.43938    -49.38362    -0.10     -0.03     0.10     1 
2240633139   -4.43931    -49.35605     0.02     -0.01     0.02     1 
2240633140   -4.43925    -49.32848    -0.17     -0.19     0.26     1 
2240633158   -4.46611    -50.90040    -0.09     -0.23     0.25     1 
2240633159   -4.46610    -50.87281    -0.09     -0.28     0.30     1 
2240633160   -4.46610    -50.84523    -0.08     -0.24     0.26     1 
2240633161   -4.46609    -50.81765    -0.14     -0.28     0.31     1 
2240633162   -4.46609    -50.79007    -0.17     -0.41     0.44     1 
2240633163   -4.46608    -50.76248    -0.07     -0.21     0.22     1 
2240633164   -4.46607    -50.73490    -0.10     -0.37     0.38     1 
2240633165   -4.46606    -50.70732    -0.08     -0.28     0.29     1 
2240633167   -4.46603    -50.65215    -0.13     -0.25     0.28     1 
2240633168   -4.46602    -50.62457    -0.05     -0.13     0.13     1 
2240633169   -4.46601    -50.59699    -0.13     -0.36     0.38     1 
2240633170   -4.46599    -50.56941     0.05     -0.01     0.05     1 
2240633172   -4.46596    -50.51425    -0.25     -0.07     0.26     1 
2240633176   -4.46587    -50.40392    -0.02     -0.01     0.02     1 
2240633182   -4.46572    -50.23844    -0.02      0.05     0.06     1 
2240633187   -4.46556    -50.10054    -0.19     -0.15     0.25     1 
2240633188   -4.46553    -50.07296     0.07     -0.02     0.07     1 
2240633189   -4.46549    -50.04538     0.03      0.02     0.04     1 
2240633190   -4.46546    -50.01780    -0.04     -0.08     0.09     1 
2240633191   -4.46542    -49.99022     0.02      0.04     0.04     1 
2240633192   -4.46538    -49.96264     0.13      0.09     0.16     1 
2240633193   -4.46534    -49.93507    -0.03     -0.09     0.09     1 
2240633194   -4.46530    -49.90749     0.20     -0.09     0.22     1 
2240633197   -4.46517    -49.82476     0.10     -0.07     0.13     1 
2240633198   -4.46513    -49.79718    -0.10     -0.30     0.32     1 
2240633199   -4.46508    -49.76960    -0.13     -0.33     0.35     1 
2240633202   -4.46494    -49.68688     0.01     -0.43     0.43     1 
2240633203   -4.46489    -49.65930    -0.18     -0.37     0.41     1 
2240633204   -4.46484    -49.63173    -0.21     -0.37     0.43     1 
2240633205   -4.46479    -49.60415    -0.04     -0.26     0.26     1 
2240633206   -4.46473    -49.57658     0.07      0.09     0.12     1 
2240633207   -4.46468    -49.54900    -0.04      0.21     0.21     1 
2240633208   -4.46462    -49.52143    -0.25      0.22     0.33     1 
2240633212   -4.46439    -49.41114    -0.03     -0.10     0.11     1 
2240633214   -4.46427    -49.35600    -0.02     -0.04     0.05     1 
2240633215   -4.46421    -49.32843    -0.04     -0.26     0.27     1 
2240633233   -4.49108    -50.90039    -0.06     -0.20     0.21     1 
2240633234   -4.49107    -50.87281    -0.04     -0.35     0.35     1 
2240633235   -4.49107    -50.84523    -0.07     -0.16     0.17     1 
2240633236   -4.49106    -50.81764    -0.10     -0.21     0.24     1 
2240633237   -4.49106    -50.79006    -0.10     -0.23     0.25     1 
2240633238   -4.49105    -50.76248     0.04     -0.10     0.11     1 
2240633239   -4.49104    -50.73489     0.02     -0.15     0.15     1 
2240633241   -4.49101    -50.67973    -0.12     -0.24     0.27     1 
2240633242   -4.49100    -50.65214    -0.04     -0.21     0.21     1 
2240633243   -4.49099    -50.62456    -0.09     -0.23     0.25     1 
2240633244   -4.49097    -50.59698    -0.14     -0.31     0.33     1 
2240633247   -4.49092    -50.51423    -0.38     -0.19     0.42     1 
2240633251   -4.49084    -50.40390     0.09     -0.09     0.12     1 
2240633253   -4.49079    -50.34873    -0.09     -0.11     0.14     1 
2240633255   -4.49074    -50.29357    -0.06     -0.08     0.10     1 
2240633257   -4.49069    -50.23841    -0.11     -0.05     0.12     1 
2240633259   -4.49063    -50.18325    -0.01      0.19     0.19     1 
2240633262   -4.49053    -50.10051     0.14     -0.03     0.14     1 
2240633263   -4.49050    -50.07293     0.04     -0.10     0.11     1 
2240633264   -4.49046    -50.04535     0.03     -0.06     0.07     1 
2240633265   -4.49042    -50.01777     0.05     -0.14     0.15     1 
2240633266   -4.49038    -49.99019     0.11     -0.08     0.14     1 
2240633267   -4.49035    -49.96261    -0.06      0.04     0.07     1 
2240633268   -4.49031    -49.93503     0.16     -0.02     0.16     1 
2240633269   -4.49027    -49.90745    -0.04     -0.10     0.11     1 
2240633270   -4.49022    -49.87987     0.30      0.11     0.32     1 
2240633271   -4.49018    -49.85229    -0.38     -0.04     0.39     1 
2240633273   -4.49009    -49.79714     0.05     -0.14     0.15     1 
2240633274   -4.49005    -49.76956    -0.05     -0.17     0.17     1 
2240633276   -4.48995    -49.71441    -0.26     -0.11     0.28     1 
2240633277   -4.48990    -49.68683    -0.07     -0.22     0.23     1 
2240633278   -4.48985    -49.65926    -0.12     -0.42     0.43     1 
2240633279   -4.48980    -49.63168     0.09     -0.47     0.48     1 
2240633280   -4.48975    -49.60410    -0.04     -0.00     0.04     1 
2240633281   -4.48970    -49.57653     0.05      0.02     0.05     1 
2240633282   -4.48964    -49.54895    -0.35     -0.12     0.37     1 
2240633283   -4.48958    -49.52138     0.09     -0.10     0.13     1 
2240633287   -4.48935    -49.41109     0.07      0.12     0.14     1 
2240633291   -4.48911    -49.30080    -0.19     -0.16     0.25     1 
2240633306   -4.51605    -50.95556    -0.12     -0.27     0.29     1 
2240633307   -4.51605    -50.92797    -0.12     -0.26     0.28     1 
2240633308   -4.51605    -50.90039    -0.15     -0.30     0.33     1 
2240633309   -4.51604    -50.87280    -0.09     -0.35     0.36     1 
2240633310   -4.51604    -50.84522    -0.04     -0.35     0.35     1 
2240633311   -4.51603    -50.81764    -0.04     -0.29     0.29     1 
2240633312   -4.51602    -50.79005    -0.10     -0.27     0.29     1 
2240633313   -4.51602    -50.76247    -0.12     -0.32     0.34     1 
2240633315   -4.51600    -50.70730    -0.13     -0.19     0.23     1 
2240633316   -4.51598    -50.67972    -0.04     -0.12     0.12     1 
2240633317   -4.51597    -50.65213    -0.01     -0.09     0.09     1 
2240633318   -4.51596    -50.62455    -0.04     -0.15     0.16     1 
